zip_code,min_medicare_pricing_for_new_patient,max_medicare_pricing_for_new_patient,mode_medicare_pricing_for_new_patient,min_copay_for_new_patient,max_copay_for_new_patient,mode_copay_for_new_patient,most_utilized_procedure_code_for_new_patient,min_medicare_pricing_for_established_patient,max_medicare_pricing_for_established_patient,mode_medicare_pricing_for_established_patient,min_copay_for_established_patient,max_copay_for_established_patient,mode_copay_for_established_patient,most_utilized_procedure_code_for_established_patient
20827,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20830,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20832,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20833,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20837,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20838,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20839,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20841,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20842,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20847,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20848,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20849,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20850,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20851,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20852,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20853,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20854,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20855,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20857,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20859,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20860,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20861,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20862,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20866,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20868,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20871,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20872,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20874,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20875,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20876,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20877,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20878,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20879,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20880,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20882,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20883,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20884,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20885,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20886,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20889,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20891,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20892,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20894,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20895,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20896,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20897,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20898,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20899,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20901,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20902,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20903,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20904,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20905,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20906,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20907,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20908,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20910,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20911,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20912,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20913,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
21001,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21005,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21009,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21010,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
20914,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20915,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20916,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20918,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20993,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
20997,65.184,194.864,194.864,16.296,48.716,48.716,99205,21.408,158.888,158.888,5.352,39.722,39.722,99215
21012,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21013,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21014,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21015,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21017,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21018,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21020,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21022,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21023,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21027,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21028,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21029,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21030,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21031,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21032,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21034,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21035,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21036,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21037,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21040,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21041,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21042,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21043,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21044,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21045,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21046,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21047,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21048,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21050,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21051,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21052,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21053,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21054,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21055,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21056,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21057,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21060,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21061,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21062,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21065,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21071,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21074,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21075,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21076,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21077,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21078,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21080,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21082,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21084,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21085,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21087,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21088,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21090,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21092,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21093,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21094,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21098,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21102,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21104,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21105,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21106,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21108,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21111,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21113,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21114,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21117,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21120,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21122,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21123,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21128,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21130,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21131,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21132,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21133,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21136,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21139,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21140,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21144,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21146,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21150,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21152,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21153,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21154,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21155,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21156,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21157,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21158,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21160,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21161,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21162,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21163,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21200,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21201,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21202,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21203,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21204,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21205,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21206,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21207,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21208,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21209,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21210,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21211,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21212,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21213,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21214,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21215,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21216,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21217,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21218,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21219,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21220,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21221,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21222,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21223,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21224,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21225,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21226,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21227,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21228,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21229,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21230,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21231,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21233,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21234,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21235,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21236,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21237,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21239,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21240,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21241,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21244,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21250,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21251,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21252,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21260,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21261,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21263,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21264,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21265,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21268,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21270,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21273,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21274,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21275,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21278,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21279,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21280,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21281,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21282,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21283,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21284,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21285,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21286,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21287,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21288,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21289,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21290,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21297,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21298,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21401,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21402,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21403,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21404,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21405,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21409,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21411,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21412,60.736,183.448,183.448,15.184,45.862,45.862,99205,19.6,149.176,149.176,4.9,37.294,37.294,99215
21501,57.992,175.576,175.576,14.498,43.894,43.894,99205,18.664,143.024,143.024,4.666,35.756,35.756,99215
21502,57.992,175.576,175.576,14.498,43.894,43.894,99205,18.664,143.024,143.024,4.666,35.756,35.756,99215
21503,57.992,175.576,175.576,14.498,43.894,43.894,99205,18.664,143.024,143.024,4.666,35.756,35.756,99215
