zip_code,min_medicare_pricing_for_new_patient,max_medicare_pricing_for_new_patient,mode_medicare_pricing_for_new_patient,min_copay_for_new_patient,max_copay_for_new_patient,mode_copay_for_new_patient,most_utilized_procedure_code_for_new_patient,min_medicare_pricing_for_established_patient,max_medicare_pricing_for_established_patient,mode_medicare_pricing_for_established_patient,min_copay_for_established_patient,max_copay_for_established_patient,mode_copay_for_established_patient,most_utilized_procedure_code_for_established_patient
55946,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55947,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55949,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55950,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55951,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55952,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55953,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55954,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55955,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55956,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55957,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55959,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55960,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55961,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55962,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55963,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55964,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55965,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55967,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55968,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55969,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55970,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55971,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55972,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55973,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55974,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55975,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55976,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55977,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55979,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55981,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55982,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55983,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55985,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55987,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55988,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55990,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55991,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
55992,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56001,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56002,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56003,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56006,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56007,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56009,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56010,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56011,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56013,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56014,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56016,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56017,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56019,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56020,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56021,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56022,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56023,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56024,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56025,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56026,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56027,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56028,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56029,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56030,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56031,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56032,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56033,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56034,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56035,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56036,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56037,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56039,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56041,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56042,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56043,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56044,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56045,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56046,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56047,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56048,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56050,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56051,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56052,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56054,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56055,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56056,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56057,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56058,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56060,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56062,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56063,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56064,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56065,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56068,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56069,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56071,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56072,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56073,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56074,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56075,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56076,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56078,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56080,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56081,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56082,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56083,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56084,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56085,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56087,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56088,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56089,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56090,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56091,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56093,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56096,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56097,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56098,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56101,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56110,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56111,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56113,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56114,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56115,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56116,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56117,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56118,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56119,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56120,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56121,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56122,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56123,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56125,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56127,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56128,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56129,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56131,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56132,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56134,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56136,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56137,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56138,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56139,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56140,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56141,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56142,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56143,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56144,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56145,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56146,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56147,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56149,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56150,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56151,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56152,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56153,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56155,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56156,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56157,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56158,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56159,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56160,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56161,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56162,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56164,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56165,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56166,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56167,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56168,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56169,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56170,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56171,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56172,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56173,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56174,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56175,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56176,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56177,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56178,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56180,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56181,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56183,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56185,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56186,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56187,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56201,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56207,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56208,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56209,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56210,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56211,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56212,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56214,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56215,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56216,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56218,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56219,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56220,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56221,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56222,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56223,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56224,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56225,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56226,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56227,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56228,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56229,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56230,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56231,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56232,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56235,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56236,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56237,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56239,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56240,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56241,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56243,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56244,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56245,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56246,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56248,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56249,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56251,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56252,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56253,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56255,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56256,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56257,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56258,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56260,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56262,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56263,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56264,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56265,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56266,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56267,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56270,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56271,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56272,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56273,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56274,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56276,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
56277,56.008,168.28,168.28,14.002,42.07,42.07,99205,18.32,138.04,138.04,4.58,34.51,34.51,99215
